0.000000 ,0.000000
8.113590 ,-8.113590
38.072055 ,49.999026
-81.266702 ,-87.083365
10.927230 ,11.157852
-56.090673 ,-59.464282
17.155056 ,20.221952
15.956592 ,17.351776
5.697648 ,5.969534
-1.961188 ,-6.208425
-17.290492 ,-10.447912
-11.759634 ,-16.034200
16.922254 ,12.610959
-18.482535 ,-14.916587
1.049780 ,-1.049780
-1.583888 ,1.583888
1.435771 ,-1.435771
1.517059 ,-1.517059
-1.642665 ,1.642665
0.913635 ,-0.913635
-1.897180 ,1.897180
2.059859 ,-2.059859
0.120775 ,-0.120775
0.084671 ,-0.084671
0.351049 ,-0.351049
0.147527 ,-0.147527
0.524238 ,-0.524238
0.248159 ,-0.248159
0.033059 ,-0.033059
-0.343316 ,0.343316
0.142317 ,-0.142317
-0.508672 ,0.508672
0.297186 ,-0.297186
0.016209 ,-0.016209
-0.836180 ,0.836180
2.019169 ,-2.019169
-11.367087 ,11.367087
5.741151 ,-5.741151
4.792523 ,-4.792523
0.859270 ,-0.859270
-12.626501 ,12.626501
6.261334 ,-6.261334
-1742.784742 ,-1752.325748
1347.991582 ,1366.235622
7.503571 ,-7.503571
738.356072 ,733.782839
-8.860190 ,8.860190
685.528341 ,667.992951
429.884708 ,448.045646
12.503361 ,-12.503361
-7.550501 ,7.550501
-5.858213 ,5.858213
1.010544 ,-1.010544
10.225879 ,-10.225879
-8.714557 ,8.714557
-0.316216 ,0.316216
-0.726583 ,0.726583
-2.814724 ,2.814724
3.139677 ,-3.139677
0.496053 ,-0.496053
0.153328 ,-0.153328
3.806133 ,-3.806133
-10.320361 ,10.320361
11.463420 ,-11.463420
2.783467 ,-2.783467
1.022522 ,-1.022522
-0.167745 ,0.167745
-7.403040 ,7.403040
7.049353 ,-7.049353
2.741751 ,-2.741751
-0.356317 ,0.356317
-9.652416 ,9.652416
4.877505 ,-4.877505
5.838814 ,-5.838814
